position,company,communication skills,problem solving,attention to detail,interpersonal skills,decision making,teamwork,has_2 years,has_3 years,has_4 years,has_5 years,has_10 years,has_1 year,has_bachelor,has_master,has_phd ,has_msc ,has_ba ,has_bsc ,has_b.s ,has_ph.d ,has_b.s.,has_b.a ,has_python,has_sql,has_power bi,has_excel,has_tableau,has_java,has_c++,City,State,machine learning engineer,data scientist,research analyst,data analyst,data engineer,research scientist,has_ r 
policy research analyst,LimeBike,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,San Francisco, CA,False,False,True,False,False,False,False
quantitative and statistical research associate- social scientists only,Connection Lab,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,True
information retrieval and nlp scientist,Invitae,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,San Francisco, CA,False,False,False,False,False,False,False
volo data science fellow,Environmental Defense Fund,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
"data engineer, data science",Twitter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,San Francisco, CA,False,False,False,False,True,False,False
sr. data scientist,Kinsa Inc.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
bioinformatics & data scientist,Engine Biosciences,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,San Carlos, CA,False,True,False,False,False,False,True
data scientist,S.C. International,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
"data scientist manager, customer analytics",Gymboree,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
medical data research analyst,Workers' Compensation Insurance Rating Bureau of California (WCIRB),False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Oakland, CA,False,False,True,False,False,False,True
data analyst,Energy Solutions,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,Oakland, CA,False,False,False,True,False,False,True
lab operations data scientist,Counsyl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,South San Francisco, CA,False,True,False,False,False,False,True
scientist,Siolta Therapeutics,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,True
data engineer - machine learning,"Williams-Sonoma, Inc.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,San Francisco, CA,False,False,False,False,True,False,False
data scientist i,"Gateway Recruiting, INC",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Foster City, CA,False,True,False,False,False,False,True
health data research analyst,WestCoast Children's Clinic,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Oakland, CA,False,False,True,False,False,False,False
principal phc data scientist - omics,Genentech,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,South San Francisco, CA,False,True,False,False,False,False,False
"scientist, toxicology",Nektar,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
data engineer,Automattic Inc.,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,San Francisco, CA,False,False,False,False,True,False,False
principal data scientist,Clarivate Analytics,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
sr. data scientist,BOLD,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,San Francisco, CA,False,True,False,False,False,False,True
scientist,Charles River Laboratories,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
data science engineer,Sojern,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
sr scientist,Twist Bioscience,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
senior data scientist - california,Teradata,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,San Francisco, CA,False,True,False,False,False,False,True
data engineer,Invitae,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,False,False,False,True,False,False
"phc, sr. data scientist",Genentech,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,South San Francisco, CA,False,True,False,False,False,False,False
senior data scientist,Tonal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,San Francisco, CA,False,True,False,False,False,False,False
research scientist,Oath Inc,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,San Francisco, CA,False,False,False,False,False,True,False
data scientist - product operations and advanced analytics,Gap Inc. Corporate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
bioinformatics scientist,Chan Zuckerberg Biohub,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
machine learning engineer,Coffee Meets Bagel,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,San Francisco, CA,True,False,False,False,False,False,False
upstream process development scientist (all level),Compass Tech International,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,San Francisco Bay Area, CA,False,False,False,False,False,False,False
data architect,Metromile,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,San Francisco, CA,False,False,False,False,False,False,False
data scientist,Jobspring Partners,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
"data science manager, ads",Pinterest,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
marketing data scientist,Harnham,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,San Francisco, CA,False,True,False,False,False,False,True
"senior data scientist, marketing",Instacart,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,San Francisco, CA,False,True,False,False,False,False,True
predictive analytics - senior data scientist,Kaiser Permanente,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,Oakland, CA,False,True,False,False,False,False,True
"scientist, fermentation",Zymergen,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Emeryville, CA,False,False,False,False,False,False,False
data analyst-dis,Roche,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,Belmont, CA,False,False,False,True,False,False,True
senior data scientist,GoPro,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,San Mateo, CA,False,True,False,False,False,False,True
data and policy analyst - statistical programmer,Acumen LLC,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Burlingame, CA,False,False,False,False,False,False,False
forensic toxicologist,San Francisco Office of the Chief Medical Examiner,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
international research analyst,Mathematica Policy Research,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Oakland, CA,False,False,True,False,False,False,False
senior data scientist,Color Genomics,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,Burlingame, CA,False,True,False,False,False,False,True
"research associate, assay development for infectious diseases",Chan Zuckerberg Biohub,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,San Francisco, CA,False,False,False,False,False,False,True
clinical biomarker scientist,Theravance Biopharma,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,South San Francisco, CA,False,False,False,False,False,False,False
data engineer,Insikt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,San Francisco, CA,False,False,False,False,True,False,False
sr. data scientist,Nielsen,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,San Francisco, CA,False,True,False,False,False,False,False
assistant staff scientist,Children's Hospital & Research Center Oakland,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Oakland, CA,False,False,False,False,False,False,False
application scientist,Benchling,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
sr. data scientist - valor water,Xylem,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
"data engineer, business insights",Pinterest,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,San Francisco, CA,False,False,False,False,True,False,False
bioinformatics scientist,GB HealthWatch,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,True
machine learning engineer,Leap.ai,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,San Francisco, CA,True,False,False,False,False,False,False
head of data,Flexport,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
remote sensing scientist,The Climate Corporation,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
data engineer,University of San Francisco,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,San Francisco, CA,False,False,False,False,True,False,False
data scientist / machine learning engineer - classification science,Slice Technologies & Unroll.me,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,San Mateo, CA,True,True,False,False,False,False,False
sr. data scientist,Academia.edu,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,San Francisco, CA,False,True,False,False,False,False,True
associate phc data scientist/phc data scientist - analytics,Genentech,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,South San Francisco, CA,False,True,False,False,False,False,False
binformatics scientist / molecular biologist - single cell analysis,Celldom,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,San Francisco Bay Area, CA,False,False,False,False,False,False,False
"field application scientist, north america west",Twist Bioscience,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
statistical data analytics specialist,Genentech,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,South San Francisco, CA,False,False,False,False,False,False,True
data analyst - automatic labs,SiriusXM,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,San Francisco, CA,False,False,False,True,False,False,False
data engineer,Noodle.ai,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,San Francisco, CA,False,False,False,False,True,False,False
senior data scientist,Juvo,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,San Francisco, CA,False,True,False,False,False,False,True
"senior data scientist, analytics",Fitbit,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,San Francisco, CA,False,True,False,False,False,False,True
senior data scientist,Remind,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,True
"senior data scientist, emerging products",Instacart,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,San Francisco, CA,False,True,False,False,False,False,True
senior data scientist,Vungle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,San Francisco, CA,False,True,False,False,False,False,False
senior data scientist,Sano,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
research data analyst,University of California San Francisco,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,San Francisco, CA,False,False,False,True,False,False,True
clinical scientist,BlackThorn Therapeutics,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
global segment leader - machine learning,Amazon.com,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
motif capital – data scientist,Motif Investing,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,San Mateo, CA,False,True,False,False,False,False,True
senior data scientist,Quizlet,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
data analyst,Glu Mobile,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,San Francisco, CA,False,False,False,True,False,False,True
recruiter,Microsoft,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
data science specialist,University of California San Francisco,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
senior data scientist,Helix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,True
senior data scientist,Microsoft,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,San Francisco, CA,False,True,False,False,False,False,True
senior data scientist,Discord,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
machine learning scientist,Clara,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
jr consumer research analyst - vie san francisco (h/f),Ubisoft,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,San Francisco, CA,False,False,True,False,False,False,False
dna scientist,Twist Bioscience,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
senior data scientist,Tapjoy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,San Francisco, CA,False,True,False,False,False,False,False
senior data scientist,Recurly,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,San Francisco, CA,False,True,False,False,False,False,False
head of data,Lob,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
"machine learning engineer, data platform team (siri search and knowledge)",Apple,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,San Francisco, CA,True,False,False,False,False,False,False
"machine learning engineer, anti-abuse",Pinterest,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,San Francisco, CA,True,False,False,False,False,False,False
production bioinformatic scientist,Invitae,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,San Francisco, CA,False,False,False,False,False,False,False
data scientist / machine learning engineer - information extraction,Slice Technologies & Unroll.me,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,San Mateo, CA,True,True,False,False,False,False,False
"senior data scientist, analytics",Microsoft,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,San Francisco, CA,False,True,False,False,False,False,True
data scientist ~ scientific computing,"Amyris, Inc.",False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Emeryville, CA,False,True,False,False,False,False,False
data scientist,Okaya Inc,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,San Ramon, CA,False,True,False,False,False,False,False
senior data scientist,Instacart,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,San Francisco, CA,False,True,False,False,False,False,True
"senior data scientist, partner",Instacart,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,San Francisco, CA,False,True,False,False,False,False,True
alibaba cloud data scientist san mateo,Alibaba,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,San Mateo, CA,False,True,False,False,False,False,True
lead data scientist,Philo,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,San Francisco, CA,False,True,False,False,False,False,True
data analyst,NinthDecimal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,San Francisco, CA,False,False,False,True,False,False,True
sr. data scientist,"Lumos Labs, Inc.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,True
data engineer,HBUS,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,San Francisco, CA,False,False,False,False,True,False,False
"data scientist, marketing analytics, web analytics & experimentation",Uber,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,True
senior data scientist,Genentech,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,South San Francisco, CA,False,True,False,False,False,False,False
big data analyst,Autodesk,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,San Francisco, CA,False,False,False,True,False,False,False
research data analyst,JLL,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,San Francisco, CA,False,False,False,True,False,False,False
sr. data scientist,"Williams-Sonoma, Inc.",True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,San Francisco, CA,False,True,False,False,False,False,True
senior data scientist,Ultimate Software,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
data scientist,YapStone,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Walnut Creek, CA,False,True,False,False,False,False,True
mass spectrometry data scientist,Genedata,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
data scientist manager - machine learning,Affirm,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
"software engineer/data scientist, nlp",Twitter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,San Francisco, CA,False,True,False,False,False,False,False
data scientist,Cobalt Robotics,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,San Mateo, CA,False,True,False,False,False,False,False
data scientist,C3 IoT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,Redwood City, CA,False,True,False,False,False,False,True
senior data scientist,CircleUp,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
data scientist,LeapYear,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Berkeley, CA,False,True,False,False,False,False,False
senior data scientist,Wonderschool,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
data scientist,Change Healthcare,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Emeryville, CA,False,True,False,False,False,False,False
phc data scientist - analytics,Genentech,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,South San Francisco, CA,False,True,False,False,False,False,False
data scientist,Upstart,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,San Carlos, CA,False,True,False,False,False,False,False
systems data scientist,Lawrence Berkeley National Laboratory,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,San Francisco Bay Area, CA,False,True,False,False,False,False,False
"senior data scientist, research",Slack,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,San Francisco, CA,False,True,False,False,False,False,True
data scientist,Walmart eCommerce,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,San Bruno, CA,False,True,False,False,False,False,True
senior data scientist,Cogitativo,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Berkeley, CA,False,True,False,False,False,False,True
student research collaboration,Google,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,San Francisco, CA,False,False,False,False,False,False,False
senior data scientist,Xylem,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
"data scientist 4, words with friends",Zynga,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,San Francisco, CA,False,True,False,False,False,False,True
data scientist - mozilla marketing analytics,Mozilla,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,San Francisco, CA,False,True,False,False,False,False,False
data scientist,Coupa Software,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,San Mateo, CA,False,True,False,False,False,False,False
data scientist (analytics),Opendoor,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,San Francisco, CA,False,True,False,False,False,False,False
staff data scientist,Walmart,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,San Bruno, CA,False,True,False,False,False,False,True
data scientist - statistics,Intrexon Corporation.,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,South San Francisco, CA,False,True,False,False,False,False,True
data scientist – ai machine learning – investment management,Franklin Templeton Investments,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,San Mateo, CA,False,True,False,False,False,False,False
data scientist,FuelX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,San Mateo, CA,False,True,False,False,False,False,False
physical data scientist,Carbon3D,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Redwood City, CA,False,True,False,False,False,False,False
sr data scientist,Charles Schwab,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,San Francisco, CA,False,True,False,False,False,False,True
"field application scientist, san francisco",Nanocellect Biomedical Inc.,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
people scientist,Uber,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,San Francisco, CA,False,False,False,False,False,False,False
research data scientist,Electronic Arts,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,Redwood City, CA,False,True,False,False,False,False,False
