position,company,communication skills,problem solving,attention to detail,interpersonal skills,decision making,teamwork,has_2 years,has_3 years,has_4 years,has_5 years,has_10 years,has_1 year,has_bachelor,has_master,has_phd ,has_msc ,has_ba ,has_bsc ,has_b.s ,has_ph.d ,has_b.s.,has_b.a ,has_python,has_sql,has_power bi,has_excel,has_tableau,has_java,has_c++,City,State,machine learning engineer,data scientist,research analyst,data analyst,data engineer,research scientist,has_ r 
"data scientist (machine learning, deep learning)",Workbridge Associates,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Chicago, IL,False,True,False,False,False,False,False
"senior associate, data scientist (nlp/ai)",KPMG,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,True,False,False,False,False,False
"sr business analyst, reporting & data analysis (remote chicago)",Allianz Global Corporate & Specialty,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
data scientist - senior consultant,Clarity Insights,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,Chicago, IL,False,True,False,False,False,False,True
associate / analyst - business data analysis,BMO Financial Group,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,True
"senior associate, data scientist",KPMG,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,True,False,False,False,False,False
sr. principal data scientist - advanced research & analytics,UnitedHealth Group,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,Chicago, IL,False,True,False,False,False,False,True
bioinformatics scientist,Tempus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,True
"analyst - finalta, new ventures",McKinsey & Company,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
analyst – database research department,Compass Lexecon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
bi analyst,NCSA - Next College Student Athlete,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,Chicago, IL,False,False,False,False,False,False,False
product development scientist i,"Simple Mills, Inc.",False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"senior applied data scientist, commercial",Civis Analytics,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,Chicago, IL,False,True,False,False,False,False,False
director data science (insights & analytics),US Foods,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,Chicago, IL,False,False,False,False,False,False,False
quantitative finance analyst,Bank of America,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
junior scientist/engineer,Oneida ESC Group,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
research data analyst lead (biostatistician),Northwestern University,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,Chicago, IL,False,False,False,True,False,False,False
digital marketing data analyst,BOEING,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,Chicago, IL,False,False,False,True,False,False,False
"software engineer, data visualization",Tempus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,Chicago, IL,False,False,False,False,False,False,False
scientist/associate,Exponent,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
staff scientist,The University of Chicago,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
data scientist,Klein Hersh International,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,True,False,False,False,False,True
data product manager,Hyatt,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,Chicago, IL,False,False,False,False,False,False,True
data engineer,AbbVie,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Chicago, IL,False,False,False,False,True,False,True
research analyst,NORC at the University of Chicago,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,True,False,False,False,False
data science manager,SpotHero,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
quantitative analyst,Nuveen,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,Chicago, IL,False,False,False,False,False,False,True
"manager, data science",E*TRADE FINANCIAL,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,True
"director, data science",ConAgra Foods,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,True
telehealth research analyst,Ann & Robert H. Lurie Children’s Hospital of Chicago,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Chicago, IL,False,False,True,False,False,False,False
master data engineer,Discover Financial Services,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,Chicago, IL,False,False,False,False,True,False,True
research analyst - domestic generalist,William Blair & Company,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,True,False,False,False,False
quantitative equity trading research analyst,Charles Schwab,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,Chicago, IL,False,False,True,False,False,False,True
statistician,NORC at the University of Chicago,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,True
associate/scientist,Exponent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"director, data science",Conagra Brands,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,True
data scientist,Solving IT,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,Chicago, IL,False,True,False,False,False,False,True
senior data scientist (iot downtown),Jobspring Partners,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Chicago, IL,False,True,False,False,False,False,True
data platform engineer,Tempus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
machine learning researcher,BMW North America,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,Chicago, IL,False,False,False,False,False,False,True
"associate manager, data science",Nielsen,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,Chicago, IL,False,False,False,False,False,False,False
supply chain data science consultant,Accenture,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,True
data engineering lead,Lumere,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Chicago, IL,False,False,False,False,True,False,False
senior associate - cognitive data scientist natural language processing,KPMG,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,True,False,False,False,False,False
staff scientist - rice,The University of Chicago,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"senior analyst/data scientist, retail analytics",Catalina Marketing,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,Chicago, IL,False,True,False,False,False,False,True
research analyst,World Business Chicago,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,True,False,False,False,False
sr. data scientist / manager - prescriptive analytics,Allstate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Chicago, IL,False,True,False,False,False,False,True
research analyst – social and opinion research,Ipsos North America,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,True,False,False,False,False
research scientist - cancer center,University of Illinois at Chicago,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,True,False
data analysis manager,Capital One,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
project associate,The University of Chicago,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"research analyst, hotels, chicago",JLL,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,Chicago, IL,False,False,True,False,False,False,False
business analyst,NCSA - Next College Student Athlete,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,Chicago, IL,False,False,False,False,False,False,False
manager of decision scientist,The Marketing Store,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,Chicago, IL,False,False,False,False,False,False,False
research bioengineer/ neuroimaging research scientist,Rush University Medical Center,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,True,False
marketing research analyst,"Phoenix Tree Publishing, Inc.",False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Chicago, IL,False,False,True,False,False,False,False
data operations engineer,Tempus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
research analyst - global energy & materials sectors,William Blair & Company,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,True,False,False,False,False
"sales engineer, machine learning, google cloud",Google,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
sr. solution architect (pre-sales-central region-mid west us cities),Androcles-Group,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"sr. business development manager, strategic partnerships",Civis Analytics,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
digital advertising sales manager - central or south region,CDK Global,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
senior manufacturing engineer,JUUL Labs,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
senior expert - revenue cycle management product & delivery - healthcare analytics,McKinsey & Company,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
senior software engineer,Label Insight,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,Chicago, IL,False,False,False,False,False,False,False
clinical research nurse,Northwestern University,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
senior process architect (pharmaceutical industry),Burns & McDonnell,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
staff electrical engineer,Burns & McDonnell,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
crm consultant/senior statistical analyst,Smith Hanley Associates,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,Chicago, IL,False,False,False,False,False,False,False
maintenance technician (a.k.a. macgyver) - 2nd shift,Method Products,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
senior solution architect,Civis Analytics,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,True
java engineer (machine learning),Jobspring Partners,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,Chicago, IL,False,False,False,False,False,False,False
application analyst sr. - epic research functionality,Ann & Robert H. Lurie Children’s Hospital of Chicago,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
senior environmental engineer / geologist / scientist,AECOM,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
revenue cycle management product & delivery specialist - healthcare analytics,McKinsey & Company,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
engineering manager,The Climate Corporation,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Chicago, IL,False,False,False,False,False,False,False
"sr. manager, insights & analytics",Golin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
product design lead,Civis Analytics,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"analytics expert, team manager - optimization",The Boston Consulting Group,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,Chicago, IL,False,False,False,False,False,False,False
senior or principal statistical programmer,PRA Health Sciences,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"global growth manager, engagement and retention marketing",The Climate Corporation,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"principal, education | science | tech",HDR,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
clinical molecular technologist (shift diff - tuesday to saturday),Tempus,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
medical physicist,Ann & Robert H. Lurie Children’s Hospital of Chicago,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
lead engineer,HERE Technologies,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,Chicago, IL,False,False,False,False,False,False,False
health care research scientist,AHA American Hospital Association,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,Chicago, IL,False,False,False,False,False,True,True
senior quantitative modeling analyst - finance and treasury,BMO Financial Group,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,True
senior sales account executive,Clear Story Data,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
senior architect 1,Nielsen,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
analytics devops lead,TransUnion,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Chicago, IL,False,False,False,False,False,False,False
clinical molecular technologist - daytime shift,Tempus,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"senior advanced analytics consultant, minneapolis/chicago",Avanade,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,Chicago, IL,False,False,False,False,False,False,True
"senior software engineer - new ventures technology, new ventures",McKinsey & Company,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,Chicago, IL,False,False,False,False,False,False,False
"analytics advisory, senior manager",Accenture,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
predictive analytics/machine learning - java engineer,The Laso Corp,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Chicago, IL,False,False,False,False,False,False,False
senior sales manager,Commerce Signals,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"lab research tech 3, stem cell lab - alzheimer's",Rush University Medical Center,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"senior analyst, actuarial risk analytics (f)",Evolent Health,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
quantitative analyst- mbs risk models,Analytic Recruiting,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
solutions architect lead,The Nerdery,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Chicago, IL,False,False,False,False,False,False,False
director of clinical bioinformatics,The University of Chicago,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
lab research tech 2 - pathology,Rush University Medical Center,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"senior manager, decision analytics services (claims analyst)",EXL,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,Chicago, IL,False,False,False,False,False,False,False
senior cyber security analyst,Dyson,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
quantitative analyst fixed income,Analytic Recruiting,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,Chicago, IL,False,False,False,False,False,False,False
senior software engineer - platform team,Fooda,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"senior sales engineer- central us - chicagochicago, illinois / full-time apply",Dremio,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
sr. epic research billing application analyst,Engage Partners,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
senior software engineer,Civis Analytics,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,True
"sr. business development manager, health",Civis Analytics,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
senior back-end software developer,IDEO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
clinical molecular technologist (shift diff - pm shift),Tempus,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"senior analyst, quantitative risk management (model development)",Options Clearing Corporation,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,Chicago, IL,False,False,False,False,False,False,True
"post doctoral research fellow, genome engineering - alzheimer's",Rush University Medical Center,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"mid to senior data engineer (healthcare, insurance, finance)",Jobspring Partners,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Chicago, IL,False,False,False,False,True,False,False
senior technical program manager,The Climate Corporation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
senior data science consultant,Klein Hersh International,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
sr. software engineer,Nielsen,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,Chicago, IL,False,False,False,False,False,False,False
business development manager - strategy and sales - tech startup,Enterprise Peak,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
senior front end engineer,SpotHero,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Chicago, IL,False,False,False,False,False,False,False
senior devops engineer,Civis Analytics,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"senior manager, decision analytics services (underwriting)",EXL,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,Chicago, IL,False,False,False,False,False,False,False
api developer,Jobspring Partners,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Chicago, IL,False,False,False,False,False,False,False
"senior consultant, advanced analytics and data science",Analytic Recruiting,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,True
sr. software engineer (full stack),Nielsen,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,Chicago, IL,False,False,False,False,False,False,False
"post doctoral research fellow, stem cell biology & alzheimer's",Rush University Medical Center,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
adjunct math teacher,Hales Franciscan High School,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
director of marketing,Civis Analytics,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
business development manager (midwest region),Catapult Sports,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
sustaining technical manager,JUUL Labs,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"developer, senior",Northwestern University,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,Chicago, IL,False,False,False,False,False,False,False
senior machine learning engineer,ServiceNow,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Chicago, IL,True,False,False,False,False,False,False
chicago regional a&f global practice manager,Burns & McDonnell,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"artificial intelligence engineer, senior associate",KPMG,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,Chicago, IL,False,False,False,False,False,False,False
"mid to senior level data engineer (python, spark, etl)",Workbridge Associates,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Chicago, IL,False,False,False,False,True,False,False
software engineer,Nielsen,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,Chicago, IL,False,False,False,False,False,False,False
